"name";"rating";"genre";"year";"released";"score";"votes";"director";"writer";"star";"country";"budget";"gross";"company";"runtime"
"Out of Africa";"PG";"Biography";1985;"December 20, 1985 (United States)";7.2;75000.0;"Sydney Pollack";"Karen Blixen";"Meryl Streep";"United States";31000000;"227514205.0";"Mirage Enterprises";161.0
"Day of the Dead";"Not Rated";"Horror";1985;"July 19, 1985 (United States)";7.1;65000.0;"George A. Romero";"George A. Romero";"Lori Cardille";"United States";3500000;"5000000.0";"United Film Distribution Company (UFDC)";101.0
"Just One of the Guys";"PG-13";"Comedy";1985;"April 26, 1985 (United States)";6.5;15000.0;"Lisa Gottlieb";"Dennis Feldman";"Joyce Hyser";"United States";0;"11528900.0";"Columbia Pictures";100.0
"National Lampoon's European Vacation";"PG-13";"Adventure";1985;"July 26, 1985 (United States)";6.2;60000.0;"Amy Heckerling";"John Hughes";"Chevy Chase";"United States";17000000;"49364621.0";"National Lampoon";95.0
"Spies Like Us";"PG";"Adventure";1985;"December 6, 1985 (United States)";6.4;45000.0;"John Landis";"Dan Aykroyd";"Chevy Chase";"United States";22000000;"60088980.0";"Warner Bros.";102.0
"House";"R";"Comedy";1985;"February 28, 1986 (United States)";6.2;24000.0;"Steve Miner";"Fred Dekker";"William Katt";"United States";3000000;"19444631.0";"New World Pictures";93.0
"Police Academy 2: Their First Assignment";"PG-13";"Comedy";1985;"March 29, 1985 (United States)";5.8;53000.0;"Jerry Paris";"Neal Israel";"Steve Guttenberg";"United States";7600000;"55600000.0";"Warner Bros.";87.0
"The Black Cauldron";"PG";"Animation";1985;"July 24, 1985 (United States)";6.4;33000.0;"Ted Berman";"Lloyd Alexander";"Grant Bardsley";"United States";44000000;"21288692.0";"Walt Disney Pictures";80.0
"Friday the 13th: A New Beginning";"R";"Horror";1985;"March 22, 1985 (United States)";4.8;35000.0;"Danny Steinmann";"Martin Kitrosser";"Melanie Kinnaman";"United States";2200000;"21930418.0";"Georgetown Productions Inc.";92.0
"Runaway Train";"R";"Action";1985;"January 17, 1986 (United States)";7.2;28000.0;"Andrey Konchalovskiy";"Djordje Milicevic";"Jon Voight";"United States";9000000;"7683620.0";"Golan-Globus Productions";111.0
"Re-Animator";"Unrated";"Comedy";1985;"October 18, 1985 (United States)";7.2;59000.0;"Stuart Gordon";"H.P. Lovecraft";"Jeffrey Combs";"United States";900000;"2023414.0";"Empire Pictures";104.0
"Brewster's Millions";"PG";"Comedy";1985;"May 22, 1985 (United States)";6.5;36000.0;"Walter Hill";"George Barr McCutcheon";"Richard Pryor";"United States";20000000;"45833132.0";"Universal Pictures";102.0
"The Last Dragon";"PG-13";"Action";1985;"March 22, 1985 (United States)";6.9;13000.0;"Michael Schultz";"Louis Venosta";"Taimak";"United States";10000000;"25754284.0";"Delphi III Productions";109.0
"The Legend of Billie Jean";"PG-13";"Action";1985;"July 19, 1985 (United States)";6.6;9200.0;"Matthew Robbins";"Mark Rosenthal";"Helen Slater";"United States";0;"3099497.0";"Gomillion Studios";96.0
"Desperately Seeking Susan";"PG-13";"Comedy";1985;"April 12, 1985 (United States)";6.0;22000.0;"Susan Seidelman";"Leora Barish";"Rosanna Arquette";"United States";4500000;"27398584.0";"Orion Pictures";104.0
"Girls Just Want to Have Fun";"PG";"Comedy";1985;"April 12, 1985 (United States)";6.0;10000.0;"Alan Metter";"Amy Spies";"Biff Yeager";"United States";0;"6326051.0";"New World Pictures";90.0
"Vision Quest";"R";"Drama";1985;"February 15, 1985 (United States)";6.6;8100.0;"Harold Becker";"Terry Davis";"Matthew Modine";"United States";0;"12993175.0";"Warner Bros.";107.0
"Jagged Edge";"R";"Drama";1985;"October 4, 1985 (United States)";6.5;14000.0;"Richard Marquand";"Joe Eszterhas";"Jeff Bridges";"United States";15000000;"40491165.0";"Columbia Pictures";108.0
"Enemy Mine";"PG-13";"Action";1985;"December 20, 1985 (United States)";6.9;45000.0;"Wolfgang Petersen";"Barry Longyear";"Dennis Quaid";"United States";40000000;"12303411.0";"Twentieth Century Fox";108.0
"Tuff Turf";"R";"Action";1985;"January 11, 1985 (United States)";6.1;4400.0;"Fritz Kiersch";"Jette Rinck";"James Spader";"United States";0;"9369329.0";"New World Pictures";112.0
"Volunteers";"R";"Adventure";1985;"August 16, 1985 (United States)";5.5;8900.0;"Nicholas Meyer";"Keith Critchlow";"Tom Hanks";"United States";0;"19875740.0";"HBO Pictures";107.0
"The Jewel of the Nile";"PG";"Action";1985;"December 11, 1985 (United States)";6.1;53000.0;"Lewis Teague";"Mark Rosenthal";"Michael Douglas";"United States";25000000;"96773200.0";"SLM Production Group";106.0
"Once Bitten";"PG-13";"Comedy";1985;"November 15, 1985 (United States)";5.5;14000.0;"Howard Storm";"Dimitri Villard";"Lauren Hutton";"United States";3200000;"10000000.0";"Night Life Inc.";94.0
"Private Resort";"R";"Comedy";1985;"May 3, 1985 (United States)";5.3;7900.0;"George Bowers";"Gordon Mitchell";"Rob Morrow";"United States";0;"331816.0";"Delphi III Productions";82.0
"Police Story";"PG-13";"Action";1985;"December 14, 1985 (Hong Kong)";7.6;31000.0;"Jackie Chan";"Jackie Chan";"Jackie Chan";"Hong Kong";0;"113164.0";"Golden Way Films Ltd.";100.0
"Into the Night";"R";"Action";1985;"February 22, 1985 (United States)";6.5;11000.0;"John Landis";"Ron Koslow";"Jeff Goldblum";"United States";8000000;"7562164.0";"Universal Pictures";115.0
"The Sure Thing";"PG-13";"Comedy";1985;"March 1, 1985 (United States)";7.0;20000.0;"Rob Reiner";"Steve Bloom";"John Cusack";"United States";4500000;"18135531.0";"Embassy Pictures";95.0
"White Nights";"PG-13";"Drama";1985;"December 6, 1985 (United States)";6.7;6900.0;"Taylor Hackford";"James Goldman";"Mikhail Baryshnikov";"United States";20000000;"42160849.0";"Columbia Pictures";136.0
"Mischief";"R";"Comedy";1985;"February 8, 1985 (United States)";6.5;5900.0;"Mel Damski";"Noel Black";"Doug McKeon";"United States";0;"8692426.0";"Twentieth Century Fox";97.0
"Silver Bullet";"R";"Horror";1985;"October 11, 1985 (United States)";6.4;25000.0;"Daniel Attias";"Stephen King";"Gary Busey";"United States";7000000;"12361866.0";"Dino De Laurentiis Company";95.0
"Kiss of the Spider Woman";"R";"Drama";1985;"July 26, 1985 (United States)";7.4;15000.0;"Hector Babenco";"Manuel Puig";"William Hurt";"Brazil";0;"17009654.0";"HB Filmes";120.0
"My Beautiful Laundrette";"R";"Comedy";1985;"April 4, 1986 (United States)";6.9;15000.0;"Stephen Frears";"Hanif Kureishi";"Saeed Jaffrey";"United Kingdom";0;"2455535.0";"Working Title Films";97.0
"Young Sherlock Holmes";"PG-13";"Adventure";1985;"December 4, 1985 (United States)";6.8;20000.0;"Barry Levinson";"Arthur Conan Doyle";"Nicholas Rowe";"United States";18000000;"19739575.0";"Amblin Entertainment";109.0
"Smooth Talk";"PG-13";"Drama";1985;"November 15, 1985 (United States)";6.5;2200.0;"Joyce Chopra";"Joyce Carol Oates";"Treat Williams";"United Kingdom";2400000;"16785.0";"American Playhouse";92.0
"Porky's Revenge";"R";"Comedy";1985;"March 22, 1985 (United States)";4.8;8100.0;"James Komack";"Bob Clark";"Dan Monahan";"United States";9000000;"20518905.0";"Melvin Simon Productions";92.0
"Year of the Dragon";"R";"Action";1985;"August 16, 1985 (United States)";6.9;14000.0;"Michael Cimino";"Robert Daley";"Mickey Rourke";"United States";24000000;"18707466.0";"Dino De Laurentiis Company";134.0
"Prizzi's Honor";"R";"Comedy";1985;"June 14, 1985 (United States)";6.7;23000.0;"John Huston";"Richard Condon";"Jack Nicholson";"United States";0;"26657534.0";"ABC Motion Pictures";130.0
"The Quiet Earth";"R";"Drama";1985;"October 18, 1985 (United States)";6.8;25000.0;"Geoff Murphy";"Craig Harrison";"Bruno Lawrence";"New Zealand";1000000;"2123135.0";"Cinepro";91.0
"Tampopo";"Not Rated";"Comedy";1985;"September 1987 (United States)";8.0;17000.0;"Jûzô Itami";"Jûzô Itami";"Ken Watanabe";"Japan";0;"444213.0";"Itami Productions";114.0
"Creature";"R";"Horror";1985;"March 19, 1986 (France)";4.3;3400.0;"William Malone";"William Malone";"Stan Ivar";"United States";750000;"";"Trans World Entertainment (TWE)";97.0
"Secret Admirer";"R";"Comedy";1985;"June 14, 1985 (United States)";6.6;6600.0;"David Greenwalt";"Jim Kouf";"C. Thomas Howell";"United States";0;"8622757.0";"Orion Pictures";90.0
"No Retreat, No Surrender";"PG";"Action";1985;"May 2, 1986 (United States)";5.7;16000.0;"Corey Yuen";"See-Yuen Ng";"Kurt McKinney";"United States";0;"4662137.0";"Seasonal Film Corporation";85.0
"D.A.R.Y.L.";"PG";"Family";1985;"June 14, 1985 (United States)";6.3;12000.0;"Simon Wincer";"David Ambrose";"Mary Beth Hurt";"United Kingdom";0;"7840873.0";"Paramount Pictures";99.0
"Mishima: A Life in Four Chapters";"R";"Biography";1985;"September 20, 1985 (United States)";8.0;10000.0;"Paul Schrader";"Paul Schrader";"Ken Ogata";"United States";5000000;"569996.0";"Zoetrope Studios";120.0
"A Chorus Line";"PG-13";"Drama";1985;"December 20, 1985 (United States)";6.2;9300.0;"Richard Attenborough";"Arnold Schulman";"Michael Douglas";"United States";27000000;"14202899.0";"Embassy Pictures";113.0
"Cat's Eye";"PG-13";"Comedy";1985;"April 12, 1985 (United States)";6.3;23000.0;"Lewis Teague";"Stephen King";"Drew Barrymore";"United States";7000000;"13086298.0";"Dino De Laurentiis Company";94.0
"Murphy's Romance";"PG-13";"Comedy";1985;"January 31, 1986 (United States)";7.0;5600.0;"Martin Ritt";"Max Schott";"Sally Field";"United States";13000000;"30867525.0";"Columbia Pictures";107.0
"Heaven Help Us";"R";"Comedy";1985;"February 8, 1985 (United States)";6.9;4100.0;"Michael Dinner";"Charles Purpura";"Donald Sutherland";"United States";0;"6070794.0";"HBO Pictures";104.0
"American Flyers";"PG-13";"Drama";1985;"August 16, 1985 (United States)";6.5;5700.0;"John Badham";"Steve Tesich";"Kevin Costner";"United States";0;"1420355.0";"WW Production";113.0
"The Journey of Natty Gann";"PG";"Adventure";1985;"September 27, 1985 (United States)";7.0;5600.0;"Jeremy Kagan";"Jeanne Rosenberg";"Meredith Salenger";"United States";0;"9708373.0";"Walt Disney Pictures";101.0
"Trouble in Mind";"R";"Comedy";1985;"March 1986 (United States)";6.5;1800.0;"Alan Rudolph";"Alan Rudolph";"Kris Kristofferson";"United States";0;"19632.0";"Pfeiffer/Blocker Production";111.0
"Fandango";"PG";"Comedy";1985;"January 25, 1985 (United States)";6.7;7500.0;"Kevin Reynolds";"Kevin Reynolds";"Kevin Costner";"United States";7000000;"91666.0";"Warner Bros.";91.0
"Gotcha!";"PG-13";"Action";1985;"May 3, 1985 (United States)";6.2;7000.0;"Jeff Kanew";"Paul G. Hensler";"Anthony Edwards";"United States";0;"10806919.0";"Universal Pictures";101.0
"Death Wish 3";"R";"Action";1985;"November 1, 1985 (United States)";5.9;14000.0;"Michael Winner";"Don Jakoby";"Charles Bronson";"United States";9000000;"16116878.0";"The Cannon Group";92.0
"King Solomon's Mines";"PG-13";"Action";1985;"November 22, 1985 (United States)";5.2;13000.0;"J. Lee Thompson";"H. Rider Haggard";"Richard Chamberlain";"United States";12500000;"15057465.0";"The Cannon Group";100.0
"American Warrior";"R";"Action";1985;"August 30, 1985 (United States)";5.5;14000.0;"Sam Firstenberg";"Paul De Mielche";"Michael Dudikoff";"United States";1000000;"10499694.0";"The Cannon Group";95.0
"The Emerald Forest";"R";"Action";1985;"July 3, 1985 (United States)";6.9;9600.0;"John Boorman";"Rospo Pallenberg";"Powers Boothe";"United Kingdom";0;"24468550.0";"Christel Films";114.0
"The Holcroft Covenant";"R";"Action";1985;"October 18, 1985 (United States)";5.7;3100.0;"John Frankenheimer";"Robert Ludlum";"Michael Caine";"United Kingdom";0;"393825.0";"Edie & Ely Landau Inc.";112.0
"The Falcon and the Snowman";"R";"Biography";1985;"February 8, 1985 (United States)";6.8;11000.0;"John Schlesinger";"Robert Lindsey";"Timothy Hutton";"United Kingdom";12000000;"17130087.0";"Hemdale";131.0
"Transylvania 6-5000";"PG";"Comedy";1985;"November 8, 1985 (United States)";5.0;6900.0;"Rudy De Luca";"Rudy De Luca";"Jeff Goldblum";"Yugoslavia";3000000;"7196872.0";"Balcor Film Investors";93.0
"Desert Hearts";"R";"Drama";1985;"March 7, 1986 (United States)";7.0;5500.0;"Donna Deitch";"Jane Rule";"Helen Shaver";"United States";1250000;"2492088.0";"Desert Hearts Productions";91.0
"The Heavenly Kid";"PG-13";"Comedy";1985;"July 26, 1985 (United States)";6.3;4600.0;"Cary Medoway";"Cary Medoway";"Lewis Smith";"United States";0;"3852271.0";"Engelberg-Sumner-Cheikes";90.0
"The Purple Rose of Cairo";"PG";"Comedy";1985;"April 19, 1985 (United States)";7.7;48000.0;"Woody Allen";"Woody Allen";"Mia Farrow";"United States";15000000;"10631333.0";"Jack Rollins & Charles H. Joffe Productions";82.0
"The Man with One Red Shoe";"PG";"Comedy";1985;"July 19, 1985 (United States)";5.7;15000.0;"Stan Dragoti";"Francis Veber";"Tom Hanks";"United States";16000000;"8645411.0";"Twentieth Century Fox";92.0
"My Life as a Dog";"Unrated";"Drama";1985;"May 1, 1987 (United States)";7.6;19000.0;"Lasse Hallström";"Reidar Jönsson";"Anton Glanzelius";"Sweden";0;"8349284.0";"Svensk Filmindustri (SF)";101.0
"My Science Project";"PG";"Action";1985;"August 9, 1985 (United States)";6.0;5500.0;"Jonathan R. Betuel";"Jonathan R. Betuel";"John Stockwell";"United States";0;"4122748.0";"Touchstone Pictures";94.0
"Seven Minutes in Heaven";"PG-13";"Comedy";1985;"May 9, 1985 (United States)";6.1;1500.0;"Linda Feferman";"Jane Bernstein";"Jennifer Connelly";"United States";0;"";"Fifteen";88.0
"Fraternity Vacation";"R";"Comedy";1985;"April 12, 1985 (United States)";5.3;2200.0;"James Frawley";"Lindsay Harrison";"Stephen Geoffreys";"United States";0;"3333306.0";"New World Pictures";94.0
"The New Kids";"R";"Crime";1985;"January 18, 1985 (United States)";6.1;2900.0;"Sean S. Cunningham";"Stephen Gyllenhaal";"Shannon Presby";"United States";0;"199108.0";"Columbia Pictures";110.0
"Tomboy";"R";"Comedy";1985;"November 14, 1985 (West Germany)";4.7;1400.0;"Herb Freed";"Ben Zelig";"Betsy Russell";"United States";0;"14100000.0";"Marimark Productions";91.0
"Invasion U.S.A.";"R";"Action";1985;"September 27, 1985 (United States)";5.5;9200.0;"Joseph Zito";"James Bruner";"Chuck Norris";"United States";10000000;"17536256.0";"Cannon Films";107.0
"Revolution";"PG";"Adventure";1985;"December 25, 1985 (United States)";5.3;6500.0;"Hugh Hudson";"Robert Dillon";"Al Pacino";"United Kingdom";28000000;"358574.0";"Goldcrest Films International";126.0
"Lost in America";"R";"Comedy";1985;"February 8, 1985 (United States)";7.0;8200.0;"Albert Brooks";"Albert Brooks";"Albert Brooks";"United States";0;"10179000.0";"The Geffen Company";91.0
"Subway";"R";"Thriller";1985;"November 6, 1985 (United States)";6.6;14000.0;"Luc Besson";"Luc Besson";"Christopher Lambert";"France";0;"390659.0";"Les Films du Loup";104.0
"Moving Violations";"PG-13";"Comedy";1985;"April 19, 1985 (United States)";5.7;3800.0;"Neal Israel";"Neal Israel";"John Murray";"United States";0;"10627754.0";"SLM Production Group";90.0
"Nomads";"R";"Horror";1985;"March 7, 1986 (United States)";5.3;4000.0;"John McTiernan";"John McTiernan";"Lesley-Anne Down";"United States";0;"2278264.0";"Cinema VII";91.0
"Fool for Love";"R";"Drama";1985;"May 14, 1986 (France)";6.1;2400.0;"Robert Altman";"Sam Shepard";"Sam Shepard";"United States";0;"836156.0";"Cinema '84";106.0
"Baby: Secret of the Lost Legend";"PG";"Adventure";1985;"March 22, 1985 (United States)";5.1;3100.0;"Bill Norton";"Clifford Green";"William Katt";"United States";0;"14972297.0";"Silver Screen Partners II";95.0
"Code of Silence";"R";"Action";1985;"May 3, 1985 (United States)";6.1;7300.0;"Andrew Davis";"Michael Butler";"Chuck Norris";"United States";7000000;"20345361.0";"Orion Pictures";101.0
"Crimewave";"PG-13";"Comedy";1985;"April 25, 1986 (United States)";5.7;5300.0;"Sam Raimi";"Ethan Coen";"Louise Lasser";"United States";3000000;"5101.0";"Columbia Pictures";83.0
"Gymkata";"R";"Action";1985;"May 3, 1985 (United States)";4.4;3900.0;"Robert Clouse";"Charles Robert Carner";"Kurt Thomas";"United States";0;"5730596.0";"Metro-Goldwyn-Mayer (MGM)";90.0
"Sweet Dreams";"PG-13";"Biography";1985;"October 11, 1985 (United States)";7.1;4400.0;"Karel Reisz";"Robert Getchell";"Jessica Lange";"United States";0;"9085049.0";"HBO Pictures";115.0
"The Slugger's Wife";"PG-13";"Comedy";1985;"March 29, 1985 (United States)";4.5;1000.0;"Hal Ashby";"Neil Simon";"Michael O'Keefe";"United States";0;"1878561.0";"Rastar Films";105.0
"Avenging Angel";"R";"Action";1985;"January 11, 1985 (United States)";4.8;1400.0;"Robert Vincent O'Neil";"Robert Vincent O'Neil";"Betsy Russell";"United States";0;"5622787.0";"Avenging Venture";93.0
"Santa Claus: The Movie";"PG";"Adventure";1985;"November 27, 1985 (United States)";6.3;12000.0;"Jeannot Szwarc";"David Newman";"Dudley Moore";"United Kingdom";50000000;"23717291.0";"GGG";107.0
"That Was Then... This Is Now";"R";"Crime";1985;"November 8, 1985 (United States)";6.2;2200.0;"Christopher Cain";"S.E. Hinton";"Emilio Estevez";"United States";0;"8630068.0";"Media Ventures";102.0
"Agnes of God";"PG-13";"Drama";1985;"September 27, 1985 (United States)";6.6;6900.0;"Norman Jewison";"John Pielmeier";"Jane Fonda";"United States";10000000;"25627836.0";"Columbia Pictures";98.0
"Rustlers' Rhapsody";"PG";"Comedy";1985;"May 10, 1985 (United States)";6.5;2100.0;"Hugh Wilson";"Hugh Wilson";"Tom Berenger";"United States";0;"6090497.0";"Paramount Pictures";88.0
"The Adventures of Mark Twain";"G";"Animation";1985;"July 26, 1985 (United States)";7.4;2700.0;"Will Vinton";"Susan Shadburne";"James Whitmore";"United States";0;"849915.0";"Atlantic";86.0
"Stick";"R";"Action";1985;"April 26, 1985 (United States)";5.7;1900.0;"Burt Reynolds";"Elmore Leonard";"Burt Reynolds";"United States";22000000;"8489518.0";"Universal Pictures";109.0
"The Bride";"PG-13";"Fantasy";1985;"August 16, 1985 (United States)";5.3;2900.0;"Franc Roddam";"Lloyd Fonvielle";"Sting";"United Kingdom";13000000;"3558669.0";"Colgems Productions Ltd.";118.0
"Morons from Outer Space";"PG-13";"Comedy";1985;"September 20, 1985 (United States)";4.5;1800.0;"Mike Hodges";"Griff Rhys Jones";"Mel Smith";"United Kingdom";0;"441137.0";"Calendar Productions";90.0
"Godzilla 1985";"PG";"Action";1985;"August 23, 1985 (United States)";6.2;6100.0;"Directors";"Reuben Bercovitch";"Raymond Burr";"Japan";2000000;"4116395.0";"Toho Company";87.0
"Plenty";"R";"Drama";1985;"September 20, 1985 (United States)";6.0;2800.0;"Fred Schepisi";"David Hare";"Meryl Streep";"United Kingdom";10000000;"6148000.0";"Pressman Productions";121.0
"King David";"PG-13";"Adventure";1985;"March 29, 1985 (United States)";5.3;2100.0;"Bruce Beresford";"Andrew Birkin";"Richard Gere";"United Kingdom";22000000;"5111099.0";"Barclays Mercantile Industrial Finance";114.0
"The Trip to Bountiful";"PG";"Drama";1985;"January 24, 1986 (United States)";7.5;4300.0;"Peter Masterson";"Horton Foote";"Geraldine Page";"United States";0;"7491903.0";"Bountiful Film Partners";108.0
"Missing in Action 2: The Beginning";"R";"Action";1985;"March 1, 1985 (United States)";5.3;7900.0;"Lance Hool";"Steve Bing";"Chuck Norris";"United States";2410000;"10755447.0";"The Cannon Group";100.0
"The Protector";"R";"Action";1985;"August 23, 1985 (United States)";5.7;4200.0;"James Glickenhaus";"James Glickenhaus";"Jackie Chan";"Hong Kong";5000000;"981817.0";"Eurasia Investments";91.0
"The Mean Season";"R";"Crime";1985;"February 15, 1985 (United States)";6.1;3800.0;"Phillip Borsos";"John Katzenbach";"Kurt Russell";"United States";7000000;"4349446.0";"David Foster Productions";103.0
